cycle,temp_stage1_c,temp_stage2_c,temp_stage3_c,pressure_kpa,vibration_index,flow_rate,efficiency_ratio,bleed_load,true_rul_cycles,asset_id
80,642.66,1593.04,1410.9,554.17,47.17,522.16,8.406,23.3668,115,AST-TRAIN-018
81,642.67,1582.84,1402.79,554.76,47.26,522.29,8.4095,23.3978,114,AST-TRAIN-018
82,642.07,1587.74,1399.22,553.91,47.09,521.69,8.4407,23.239,113,AST-TRAIN-018
83,642.34,1592.64,1403.44,553.76,47.24,522.01,8.4416,23.3372,112,AST-TRAIN-018
84,642.09,1589.33,1397.41,554.04,47.09,522.14,8.4015,23.4021,111,AST-TRAIN-018
85,642.09,1583.27,1401.56,553.94,47.3,522.37,8.4391,23.3582,110,AST-TRAIN-018
86,642.25,1591.3,1403.07,553.97,47.29,522.58,8.3878,23.4095,109,AST-TRAIN-018
87,642.06,1582.49,1394.99,554.53,47.29,521.75,8.3919,23.4634,108,AST-TRAIN-018
88,641.84,1589.77,1401.22,554.32,47.15,522.07,8.4509,23.3098,107,AST-TRAIN-018
89,642.38,1588.14,1400.59,553.94,47.12,521.81,8.4391,23.4089,106,AST-TRAIN-018
90,642.74,1586.97,1392.63,554.97,47.3,522.07,8.4299,23.3423,105,AST-TRAIN-018
91,642.48,1592.27,1400.36,554.23,47.3,522.02,8.3815,23.4079,104,AST-TRAIN-018
92,642.55,1591.31,1401.38,553.38,47.34,522.51,8.4036,23.4669,103,AST-TRAIN-018
93,642.67,1584.95,1398.8,554.55,47.46,522.39,8.3889,23.3003,102,AST-TRAIN-018
94,641.73,1582.79,1393.97,554.63,47.21,522.12,8.3987,23.4619,101,AST-TRAIN-018
95,642.19,1580.1,1398.09,554.8,47.2,522.24,8.4083,23.3255,100,AST-TRAIN-018
96,642.0,1587.19,1399.31,554.6,47.26,522.6,8.3757,23.3862,99,AST-TRAIN-018
97,642.18,1579.99,1400.55,554.65,47.25,522.25,8.3938,23.3256,98,AST-TRAIN-018
98,642.54,1588.03,1399.2,554.23,47.32,521.76,8.4182,23.3368,97,AST-TRAIN-018
99,642.51,1588.5,1400.65,553.98,47.28,522.54,8.4058,23.3504,96,AST-TRAIN-018
100,642.44,1585.3,1410.56,554.24,47.18,521.75,8.4235,23.3536,95,AST-TRAIN-018
101,642.23,1591.29,1401.78,553.73,47.53,521.71,8.438,23.348,94,AST-TRAIN-018
102,641.74,1584.86,1399.41,554.16,47.16,522.17,8.4421,23.3604,93,AST-TRAIN-018
103,642.59,1590.76,1395.61,553.59,47.39,521.69,8.4326,23.5415,92,AST-TRAIN-018
104,642.15,1582.62,1398.49,554.37,47.4,521.9,8.4134,23.2726,91,AST-TRAIN-018
105,641.84,1589.47,1401.67,554.01,47.34,521.43,8.4446,23.506,90,AST-TRAIN-018
106,642.35,1591.63,1399.96,553.69,47.29,522.03,8.4204,23.3657,89,AST-TRAIN-018
107,642.79,1591.51,1410.85,553.44,47.27,522.0,8.4153,23.4117,88,AST-TRAIN-018
108,642.49,1590.9,1409.16,553.74,47.24,521.83,8.4134,23.2886,87,AST-TRAIN-018
109,642.27,1590.55,1392.8,554.23,47.27,522.48,8.4141,23.4017,86,AST-TRAIN-018
110,642.55,1586.44,1405.16,553.14,47.37,522.09,8.4556,23.3786,85,AST-TRAIN-018
111,642.53,1582.44,1401.75,553.44,47.28,522.57,8.3795,23.3086,84,AST-TRAIN-018
112,642.34,1579.35,1404.3,554.25,47.34,521.88,8.381,23.3279,83,AST-TRAIN-018
113,642.69,1587.61,1403.82,554.02,47.34,522.39,8.4331,23.3641,82,AST-TRAIN-018
114,642.23,1587.46,1404.07,553.42,47.34,521.86,8.4375,23.4542,81,AST-TRAIN-018
115,641.71,1591.35,1406.5,554.13,47.44,522.02,8.4052,23.2573,80,AST-TRAIN-018
116,642.19,1583.87,1410.57,553.62,47.25,521.71,8.444,23.3951,79,AST-TRAIN-018
117,642.06,1583.79,1404.78,553.9,47.23,522.31,8.4498,23.3608,78,AST-TRAIN-018
118,642.43,1589.58,1397.3,554.27,47.46,521.13,8.4467,23.389,77,AST-TRAIN-018
119,641.9,1592.46,1404.23,554.56,47.4,522.04,8.4354,23.4318,76,AST-TRAIN-018
120,642.21,1592.07,1405.99,554.22,47.22,522.23,8.4292,23.3621,75,AST-TRAIN-018
121,642.52,1586.5,1399.33,554.09,47.36,521.65,8.4074,23.3686,74,AST-TRAIN-018
122,642.86,1587.74,1400.36,553.72,47.11,521.92,8.4184,23.4212,73,AST-TRAIN-018
123,642.57,1582.27,1394.88,554.33,47.37,522.52,8.4051,23.3722,72,AST-TRAIN-018
124,642.21,1593.4,1400.11,554.02,47.3,521.88,8.3898,23.3311,71,AST-TRAIN-018
125,642.0,1588.58,1398.29,554.2,47.24,521.79,8.3991,23.4273,70,AST-TRAIN-018
126,642.37,1590.08,1396.3,554.87,47.37,522.07,8.4042,23.3313,69,AST-TRAIN-018
127,642.12,1589.53,1407.98,554.75,47.57,521.78,8.4641,23.287,68,AST-TRAIN-018
128,642.14,1591.4,1397.89,554.52,47.35,521.88,8.4255,23.3941,67,AST-TRAIN-018
129,642.37,1593.56,1406.09,553.52,47.42,521.94,8.4045,23.2507,66,AST-TRAIN-018
130,642.77,1594.14,1398.72,553.87,47.34,522.32,8.4203,23.3142,65,AST-TRAIN-018
131,643.09,1591.11,1410.53,553.25,47.26,521.97,8.4357,23.2572,64,AST-TRAIN-018
132,642.82,1588.54,1399.38,554.37,47.43,521.45,8.4232,23.316,63,AST-TRAIN-018
133,642.66,1588.81,1405.97,553.88,47.22,522.1,8.4674,23.3347,62,AST-TRAIN-018
134,642.6,1582.54,1403.88,553.83,47.44,522.06,8.4524,23.3867,61,AST-TRAIN-018
135,642.54,1585.67,1405.34,553.81,47.41,521.66,8.4401,23.3456,60,AST-TRAIN-018
136,642.32,1587.62,1403.88,553.71,47.49,522.33,8.4293,23.3646,59,AST-TRAIN-018
137,642.74,1594.35,1400.15,553.68,47.54,522.04,8.4317,23.3933,58,AST-TRAIN-018
138,642.59,1588.95,1409.01,553.55,47.2,522.07,8.4681,23.2783,57,AST-TRAIN-018
139,642.44,1591.67,1397.75,553.03,47.35,522.03,8.4336,23.3199,56,AST-TRAIN-018
140,642.02,1590.42,1402.13,553.05,47.42,521.68,8.4339,23.3742,55,AST-TRAIN-018
141,642.42,1588.93,1403.87,554.45,47.48,521.57,8.4279,23.2611,54,AST-TRAIN-018
142,642.57,1589.41,1410.8,553.6,47.44,521.71,8.4321,23.355,53,AST-TRAIN-018
143,643.27,1589.81,1408.32,553.74,47.4,521.07,8.4616,23.2704,52,AST-TRAIN-018
144,642.94,1585.94,1411.93,553.55,47.54,521.96,8.4174,23.4092,51,AST-TRAIN-018
145,642.97,1591.89,1405.28,553.79,47.49,521.62,8.4263,23.3455,50,AST-TRAIN-018
146,642.69,1589.1,1414.44,554.14,47.31,521.58,8.4438,23.2522,49,AST-TRAIN-018
147,642.37,1592.68,1404.3,553.39,47.56,522.06,8.3921,23.3401,48,AST-TRAIN-018
148,641.91,1589.12,1404.57,554.06,47.38,521.35,8.4605,23.2572,47,AST-TRAIN-018
149,642.87,1585.97,1402.33,554.15,47.42,520.97,8.4081,23.339,46,AST-TRAIN-018
150,642.45,1586.5,1403.39,553.3,47.35,521.2,8.4321,23.3118,45,AST-TRAIN-018
151,642.33,1593.51,1412.38,552.74,47.45,522.04,8.4355,23.25,44,AST-TRAIN-018
152,642.44,1591.49,1403.22,554.39,47.56,521.85,8.4385,23.3116,43,AST-TRAIN-018
153,642.67,1586.35,1410.05,553.82,47.56,521.92,8.4785,23.1902,42,AST-TRAIN-018
154,642.83,1587.07,1406.5,554.69,47.47,522.03,8.4757,23.3986,41,AST-TRAIN-018
155,642.82,1597.04,1405.39,554.19,47.59,520.84,8.4184,23.2971,40,AST-TRAIN-018
156,642.56,1591.75,1411.09,553.42,47.63,521.97,8.4523,23.3277,39,AST-TRAIN-018
157,642.62,1591.55,1406.17,553.09,47.67,521.49,8.4395,23.3202,38,AST-TRAIN-018
158,642.37,1587.54,1409.14,553.73,47.63,521.45,8.4415,23.3307,37,AST-TRAIN-018
159,642.95,1591.89,1401.17,553.84,47.5,521.73,8.432,23.2662,36,AST-TRAIN-018
160,642.97,1595.36,1411.22,554.1,47.6,521.85,8.4822,23.38,35,AST-TRAIN-018
161,642.73,1584.91,1417.65,552.67,47.7,521.44,8.435,23.2671,34,AST-TRAIN-018
162,642.49,1591.6,1407.02,553.83,47.68,521.47,8.4515,23.2158,33,AST-TRAIN-018
163,642.85,1592.58,1416.27,553.45,47.38,521.49,8.4483,23.1824,32,AST-TRAIN-018
164,642.41,1590.17,1410.04,553.66,47.47,521.63,8.4433,23.2063,31,AST-TRAIN-018
165,643.06,1598.42,1408.19,553.28,47.76,521.42,8.4836,23.3115,30,AST-TRAIN-018
166,642.64,1591.74,1414.9,554.0,47.84,521.97,8.4689,23.2631,29,AST-TRAIN-018
167,642.34,1591.0,1416.13,552.71,47.6,521.83,8.4617,23.3384,28,AST-TRAIN-018
168,642.39,1596.24,1403.83,553.79,47.67,521.57,8.4355,23.2874,27,AST-TRAIN-018
169,642.92,1598.65,1409.68,553.57,47.57,521.64,8.4708,23.1785,26,AST-TRAIN-018
170,643.04,1587.75,1411.21,554.36,47.58,521.14,8.4543,23.1904,25,AST-TRAIN-018
171,642.84,1589.1,1412.38,552.88,47.53,520.76,8.4662,23.2531,24,AST-TRAIN-018
172,643.47,1600.63,1406.05,553.15,47.82,521.35,8.4363,23.2209,23,AST-TRAIN-018
173,642.66,1596.12,1419.76,553.16,47.65,521.47,8.4577,23.2467,22,AST-TRAIN-018
174,642.79,1595.67,1416.74,553.04,47.78,520.73,8.4754,23.2433,21,AST-TRAIN-018
175,642.76,1594.37,1422.39,553.4,47.72,521.27,8.4475,23.2019,20,AST-TRAIN-018
176,643.09,1596.47,1415.26,554.07,47.81,521.36,8.468,23.2493,19,AST-TRAIN-018
177,643.11,1602.3,1416.38,552.85,47.65,521.45,8.4567,23.1773,18,AST-TRAIN-018
178,642.74,1599.44,1417.74,552.88,47.78,520.84,8.5067,23.1483,17,AST-TRAIN-018
179,642.22,1601.1,1417.03,553.44,47.58,521.1,8.5244,23.1702,16,AST-TRAIN-018
180,642.6,1602.68,1424.29,553.14,47.76,520.89,8.4783,23.2429,15,AST-TRAIN-018
181,643.33,1600.23,1422.16,551.94,47.91,520.94,8.4915,23.0976,14,AST-TRAIN-018
182,643.06,1608.95,1417.2,552.84,47.81,520.56,8.5002,23.1709,13,AST-TRAIN-018
183,643.16,1599.22,1416.6,552.92,47.85,520.77,8.4876,23.0937,12,AST-TRAIN-018
184,643.56,1604.92,1416.38,552.45,47.88,520.47,8.5388,23.0863,11,AST-TRAIN-018
185,643.06,1601.27,1417.87,552.25,47.63,521.06,8.4848,23.1556,10,AST-TRAIN-018
186,643.85,1597.23,1425.43,552.58,47.99,520.33,8.4843,23.0816,9,AST-TRAIN-018
187,643.17,1600.39,1422.43,551.82,48.15,520.23,8.4426,23.0819,8,AST-TRAIN-018
188,643.17,1602.0,1428.31,552.77,47.77,520.49,8.4999,23.2292,7,AST-TRAIN-018
189,643.11,1601.04,1433.02,552.09,47.93,521.03,8.4955,23.1173,6,AST-TRAIN-018
190,643.39,1603.13,1424.21,551.39,47.97,520.14,8.5376,23.0872,5,AST-TRAIN-018
191,643.59,1606.51,1423.47,551.58,47.87,520.25,8.5102,23.1001,4,AST-TRAIN-018
192,643.23,1602.92,1426.15,552.23,48.1,520.53,8.5372,22.9841,3,AST-TRAIN-018
193,643.89,1603.03,1423.65,552.22,48.3,520.36,8.5429,23.1555,2,AST-TRAIN-018
194,644.05,1609.52,1423.44,551.52,48.14,520.23,8.4945,23.0109,1,AST-TRAIN-018
195,643.93,1601.0,1428.08,551.43,48.01,519.44,8.5132,23.0304,0,AST-TRAIN-018
1,642.55,1589.99,1411.09,553.09,47.64,521.86,8.4148,23.2468,125,AST-TRAIN-019
2,642.82,1587.77,1411.04,553.05,47.46,521.31,8.4086,23.2836,125,AST-TRAIN-019
3,643.37,1587.33,1407.56,553.31,47.46,521.74,8.4316,23.2071,125,AST-TRAIN-019
4,642.53,1590.93,1412.13,553.19,47.55,521.6,8.4634,23.2752,125,AST-TRAIN-019
5,642.41,1588.13,1407.64,553.3,47.53,521.21,8.457,23.2524,125,AST-TRAIN-019
6,642.85,1596.95,1406.78,553.57,47.44,521.57,8.4274,23.255,125,AST-TRAIN-019
7,642.72,1587.07,1407.37,553.25,47.66,521.67,8.4279,23.3098,125,AST-TRAIN-019
8,642.64,1590.03,1407.13,553.43,47.48,520.7,8.4393,23.3006,125,AST-TRAIN-019
9,643.04,1591.23,1409.11,553.43,47.59,521.44,8.4269,23.2344,125,AST-TRAIN-019
10,642.54,1588.75,1404.89,553.97,47.56,521.52,8.4081,23.2501,125,AST-TRAIN-019
11,643.13,1593.97,1410.49,552.85,47.57,521.81,8.4605,23.3284,125,AST-TRAIN-019
12,643.1,1594.98,1422.97,553.7,47.61,521.15,8.4289,23.2868,125,AST-TRAIN-019
13,642.35,1587.05,1406.18,553.82,47.6,521.68,8.4508,23.2731,125,AST-TRAIN-019
14,643.21,1590.1,1403.15,553.27,47.58,521.33,8.418,23.2526,125,AST-TRAIN-019
15,642.75,1594.28,1407.62,553.73,47.69,521.03,8.4211,23.2853,125,AST-TRAIN-019
16,642.2,1593.11,1407.83,553.02,47.49,521.47,8.4313,23.3046,125,AST-TRAIN-019
17,642.53,1591.36,1406.05,552.47,47.62,521.9,8.435,23.2081,125,AST-TRAIN-019
18,643.17,1588.99,1410.25,552.8,47.4,521.02,8.3976,23.2632,125,AST-TRAIN-019
19,642.45,1594.35,1409.71,553.1,47.59,520.6,8.4309,23.3521,125,AST-TRAIN-019
20,642.7,1588.53,1413.7,553.2,47.71,521.52,8.4356,23.3257,125,AST-TRAIN-019
21,642.76,1592.13,1399.69,553.46,47.48,521.35,8.4498,23.324,125,AST-TRAIN-019
22,642.23,1589.77,1409.84,553.6,47.38,522.09,8.4375,23.3018,125,AST-TRAIN-019
23,642.73,1596.05,1404.17,553.1,47.41,521.02,8.471,23.3013,125,AST-TRAIN-019
24,642.9,1592.19,1407.48,553.64,47.74,521.49,8.4323,23.3265,125,AST-TRAIN-019
25,642.67,1584.52,1406.04,553.08,47.63,521.64,8.4403,23.3463,125,AST-TRAIN-019
26,642.37,1588.86,1411.93,553.96,47.44,521.48,8.4408,23.2728,125,AST-TRAIN-019
27,642.95,1585.16,1406.91,553.47,47.49,521.18,8.4714,23.3233,125,AST-TRAIN-019
28,642.07,1581.79,1412.55,553.45,47.37,521.71,8.4498,23.3038,125,AST-TRAIN-019
29,641.91,1589.32,1410.98,553.37,47.53,521.44,8.4473,23.3194,125,AST-TRAIN-019
30,642.54,1588.02,1415.56,553.1,47.62,521.24,8.465,23.2854,125,AST-TRAIN-019
31,642.69,1589.83,1404.5,552.4,47.71,521.43,8.4278,23.2491,125,AST-TRAIN-019
32,642.85,1591.33,1411.99,553.26,47.73,521.18,8.4751,23.2388,125,AST-TRAIN-019
33,642.96,1591.64,1407.84,553.2,47.79,521.13,8.4267,23.2431,125,AST-TRAIN-019
34,642.62,1592.08,1409.47,553.24,47.75,521.44,8.4395,23.2897,124,AST-TRAIN-019
35,642.65,1589.06,1413.73,553.09,47.56,521.68,8.4146,23.2405,123,AST-TRAIN-019
36,642.83,1598.57,1412.15,553.19,47.57,521.34,8.4659,23.2373,122,AST-TRAIN-019
37,642.86,1586.82,1412.13,553.31,47.56,521.05,8.4576,23.2959,121,AST-TRAIN-019
38,642.85,1590.06,1410.74,553.3,47.44,521.35,8.4386,23.2437,120,AST-TRAIN-019
39,642.23,1586.95,1413.22,553.4,47.6,521.21,8.4037,23.3472,119,AST-TRAIN-019
40,642.89,1593.28,1411.83,552.94,47.53,521.67,8.411,23.2606,118,AST-TRAIN-019
41,642.98,1591.07,1410.28,553.03,47.55,521.21,8.4308,23.3649,117,AST-TRAIN-019
42,642.74,1591.26,1409.68,553.44,47.51,521.65,8.4375,23.2848,116,AST-TRAIN-019
43,642.72,1588.17,1405.46,553.31,47.66,521.44,8.4716,23.3131,115,AST-TRAIN-019
44,642.03,1589.56,1413.29,553.3,47.52,520.93,8.4691,23.3636,114,AST-TRAIN-019
45,642.4,1592.17,1414.19,553.32,47.57,521.93,8.4268,23.1953,113,AST-TRAIN-019
46,642.68,1587.13,1412.07,553.01,47.75,521.25,8.461,23.3367,112,AST-TRAIN-019
47,642.58,1592.34,1407.34,552.54,47.54,521.04,8.4621,23.2939,111,AST-TRAIN-019
48,642.73,1594.93,1418.49,553.05,47.56,521.45,8.443,23.3338,110,AST-TRAIN-019
49,642.76,1589.66,1407.59,552.81,47.72,520.89,8.4381,23.3476,109,AST-TRAIN-019
50,642.77,1593.96,1415.17,553.3,47.57,521.39,8.4007,23.2549,108,AST-TRAIN-019
51,642.51,1589.74,1413.7,553.54,47.47,521.43,8.4484,23.2234,107,AST-TRAIN-019
52,642.43,1593.84,1407.06,552.69,47.64,521.8,8.4823,23.3347,106,AST-TRAIN-019
53,643.06,1595.02,1409.99,553.04,47.65,521.22,8.4307,23.2343,105,AST-TRAIN-019
54,642.79,1597.75,1413.44,552.63,47.71,521.57,8.4485,23.2657,104,AST-TRAIN-019
55,642.69,1596.13,1409.11,552.96,47.83,521.52,8.4162,23.2501,103,AST-TRAIN-019
56,642.86,1583.82,1415.05,553.37,47.56,521.22,8.4502,23.2757,102,AST-TRAIN-019
57,642.85,1591.29,1410.83,552.8,47.52,520.98,8.4327,23.2607,101,AST-TRAIN-019
58,642.74,1592.6,1408.77,553.11,47.69,520.88,8.4629,23.2729,100,AST-TRAIN-019
59,642.67,1591.8,1411.34,552.81,47.52,521.04,8.4765,23.3375,99,AST-TRAIN-019
60,642.68,1587.38,1410.58,552.91,47.73,520.76,8.4315,23.3252,98,AST-TRAIN-019
61,642.49,1593.31,1417.8,553.16,47.65,521.04,8.4434,23.2856,97,AST-TRAIN-019
62,642.28,1590.47,1408.57,552.73,47.77,520.8,8.4276,23.2194,96,AST-TRAIN-019
63,642.36,1591.45,1406.06,553.26,47.63,521.12,8.4876,23.2116,95,AST-TRAIN-019
64,643.01,1581.87,1409.48,553.76,47.48,520.99,8.4468,23.3097,94,AST-TRAIN-019
65,642.84,1597.85,1408.12,552.79,47.68,521.77,8.4475,23.3028,93,AST-TRAIN-019
66,643.15,1585.97,1411.13,553.99,47.61,521.04,8.4398,23.2549,92,AST-TRAIN-019
67,642.55,1591.7,1410.7,552.19,47.68,520.94,8.421,23.2641,91,AST-TRAIN-019
68,642.65,1586.14,1405.31,553.75,47.6,521.07,8.4522,23.3544,90,AST-TRAIN-019
69,642.8,1601.78,1411.62,553.8,47.42,521.02,8.4255,23.2372,89,AST-TRAIN-019
70,642.64,1593.92,1409.27,553.4,47.62,521.27,8.4017,23.3041,88,AST-TRAIN-019
71,643.33,1590.68,1410.85,553.06,47.7,521.04,8.452,23.3074,87,AST-TRAIN-019
72,643.07,1592.08,1417.08,552.72,47.55,520.95,8.4253,23.2404,86,AST-TRAIN-019
73,643.18,1583.11,1412.83,552.71,47.65,521.13,8.468,23.4029,85,AST-TRAIN-019
74,642.57,1595.49,1409.74,553.52,47.77,521.07,8.4727,23.2137,84,AST-TRAIN-019
75,643.17,1590.45,1408.82,553.69,47.69,521.28,8.4515,23.3202,83,AST-TRAIN-019
76,643.09,1585.28,1410.25,552.86,47.57,521.01,8.4145,23.3368,82,AST-TRAIN-019
77,642.9,1595.62,1414.26,553.04,47.73,521.2,8.4324,23.2269,81,AST-TRAIN-019
78,642.84,1589.09,1411.63,553.35,47.76,521.92,8.4589,23.2324,80,AST-TRAIN-019
79,643.02,1593.79,1404.56,552.45,47.4,521.31,8.4235,23.2652,79,AST-TRAIN-019
80,642.67,1597.33,1416.52,553.25,47.6,520.81,8.4338,23.2186,78,AST-TRAIN-019
81,644.12,1601.29,1420.9,553.43,47.57,521.58,8.4484,23.191,77,AST-TRAIN-019
82,642.98,1598.06,1410.12,552.83,47.46,521.3,8.4622,23.3299,76,AST-TRAIN-019
83,642.67,1595.65,1405.56,552.79,47.65,520.89,8.3989,23.1632,75,AST-TRAIN-019
84,642.76,1591.22,1414.02,553.51,47.63,520.8,8.4648,23.1799,74,AST-TRAIN-019
85,643.04,1590.63,1409.01,553.73,47.87,520.45,8.447,23.2447,73,AST-TRAIN-019
86,643.01,1590.1,1410.08,553.13,47.59,521.03,8.4399,23.2445,72,AST-TRAIN-019
87,642.75,1595.77,1416.18,553.24,47.5,521.38,8.4614,23.234,71,AST-TRAIN-019
88,642.94,1589.1,1416.46,552.59,47.64,521.19,8.4559,23.2013,70,AST-TRAIN-019
89,642.77,1592.83,1420.29,551.72,47.71,520.66,8.4657,23.2285,69,AST-TRAIN-019
90,642.81,1593.35,1411.48,552.63,47.7,521.32,8.4397,23.2118,68,AST-TRAIN-019
91,643.1,1589.44,1412.8,552.66,47.88,521.19,8.4723,23.2277,67,AST-TRAIN-019
92,642.78,1595.75,1410.56,553.11,47.7,521.09,8.4285,23.2234,66,AST-TRAIN-019
93,642.9,1593.94,1409.66,553.0,47.6,520.43,8.4571,23.2608,65,AST-TRAIN-019
94,643.66,1597.84,1418.85,553.44,47.75,521.3,8.469,23.1863,64,AST-TRAIN-019
95,643.08,1595.72,1414.33,552.45,47.68,520.56,8.4677,23.3249,63,AST-TRAIN-019
96,643.05,1598.49,1415.37,552.67,47.89,521.27,8.4674,23.1194,62,AST-TRAIN-019
97,643.21,1593.51,1409.89,552.27,47.96,521.32,8.4809,23.2867,61,AST-TRAIN-019
98,643.26,1594.33,1412.37,552.59,47.66,521.23,8.4436,23.3202,60,AST-TRAIN-019
99,642.98,1594.07,1410.87,552.97,47.79,521.36,8.451,23.2509,59,AST-TRAIN-019
100,643.21,1602.29,1413.53,552.94,47.67,520.43,8.4545,23.2006,58,AST-TRAIN-019
101,643.21,1596.3,1416.79,552.75,47.73,520.67,8.4078,23.3293,57,AST-TRAIN-019
102,643.0,1591.51,1412.9,552.77,47.78,520.63,8.4626,23.2054,56,AST-TRAIN-019
103,642.36,1595.3,1415.31,553.75,47.63,521.03,8.4862,23.2268,55,AST-TRAIN-019
104,643.14,1588.39,1415.89,552.69,47.79,521.06,8.5036,23.2781,54,AST-TRAIN-019
105,642.86,1591.8,1414.04,552.58,47.88,520.78,8.4978,23.1176,53,AST-TRAIN-019
106,642.86,1603.02,1416.23,552.85,47.71,520.46,8.4865,23.1649,52,AST-TRAIN-019
107,643.23,1593.86,1416.08,552.99,47.81,521.26,8.4806,23.1997,51,AST-TRAIN-019
108,642.56,1590.57,1411.25,551.81,47.72,520.72,8.4685,23.2061,50,AST-TRAIN-019
109,642.96,1596.82,1411.54,552.93,47.76,521.01,8.4792,23.1424,49,AST-TRAIN-019
110,643.32,1596.73,1415.7,552.47,47.81,520.81,8.4965,23.2228,48,AST-TRAIN-019
111,643.27,1595.25,1419.58,552.76,47.87,520.88,8.4634,23.1583,47,AST-TRAIN-019
112,643.15,1605.35,1417.79,552.22,47.86,521.07,8.4829,23.2076,46,AST-TRAIN-019
113,643.76,1600.85,1412.57,552.07,47.54,521.17,8.4688,23.1186,45,AST-TRAIN-019
114,643.37,1596.4,1422.4,552.66,47.92,520.94,8.5157,23.2054,44,AST-TRAIN-019
115,642.86,1597.55,1416.77,553.55,47.77,520.56,8.4464,23.2296,43,AST-TRAIN-019
116,642.72,1587.14,1415.88,552.24,47.81,521.09,8.4579,23.1796,42,AST-TRAIN-019
117,642.67,1592.63,1418.86,552.53,47.59,521.19,8.4721,23.2648,41,AST-TRAIN-019
118,643.06,1601.12,1417.01,552.52,47.8,520.52,8.4841,23.205,40,AST-TRAIN-019
119,642.99,1597.58,1415.64,552.23,47.78,520.67,8.482,23.0846,39,AST-TRAIN-019
120,643.44,1590.1,1416.67,552.56,47.77,520.3,8.4613,23.2771,38,AST-TRAIN-019
121,643.2,1600.66,1416.42,551.56,47.82,520.32,8.485,23.1826,37,AST-TRAIN-019
122,643.91,1587.38,1417.15,551.98,47.85,520.52,8.5054,23.2121,36,AST-TRAIN-019
123,642.49,1598.16,1421.98,552.2,47.99,520.78,8.4379,23.131,35,AST-TRAIN-019
124,642.9,1595.48,1419.84,551.84,47.8,520.08,8.4868,23.0959,34,AST-TRAIN-019
125,643.61,1596.71,1419.75,551.93,47.98,520.4,8.4764,23.2692,33,AST-TRAIN-019
126,643.09,1598.24,1421.15,552.34,47.82,520.94,8.4877,23.2356,32,AST-TRAIN-019
127,643.25,1596.18,1419.81,552.68,48.0,520.57,8.4791,23.2953,31,AST-TRAIN-019
128,643.18,1603.68,1419.46,552.27,48.07,520.29,8.4803,23.1868,30,AST-TRAIN-019
129,643.44,1589.42,1420.91,552.27,47.94,520.86,8.4572,23.2079,29,AST-TRAIN-019
130,643.41,1595.04,1418.48,551.9,47.86,520.32,8.4336,23.1258,28,AST-TRAIN-019
131,642.98,1594.07,1420.61,552.27,47.93,520.56,8.4633,23.2253,27,AST-TRAIN-019
132,643.39,1592.53,1420.91,552.05,48.0,520.52,8.4731,23.0466,26,AST-TRAIN-019
133,643.07,1593.66,1418.44,551.74,47.89,520.36,8.4726,23.1752,25,AST-TRAIN-019
134,643.46,1600.85,1413.51,551.68,47.85,519.7,8.4955,23.0666,24,AST-TRAIN-019
135,643.13,1598.99,1425.2,552.94,47.88,519.73,8.4988,23.2025,23,AST-TRAIN-019
136,642.92,1597.09,1422.71,551.76,47.79,520.25,8.5123,23.2237,22,AST-TRAIN-019
137,643.28,1594.5,1428.05,552.25,47.8,519.62,8.4547,23.0693,21,AST-TRAIN-019
138,643.11,1598.76,1423.31,552.2,47.95,520.11,8.515,23.161,20,AST-TRAIN-019
139,643.54,1601.65,1425.36,550.69,47.96,520.29,8.4808,22.9693,19,AST-TRAIN-019
140,643.32,1597.76,1417.45,551.81,48.17,519.93,8.4837,23.0929,18,AST-TRAIN-019
141,643.23,1599.42,1421.72,551.78,47.92,520.41,8.464,23.1695,17,AST-TRAIN-019
142,643.65,1592.36,1416.28,551.36,47.96,519.93,8.4703,23.2697,16,AST-TRAIN-019
143,643.8,1599.1,1427.12,551.58,48.06,519.76,8.4631,23.1593,15,AST-TRAIN-019
144,643.68,1590.73,1425.19,551.58,47.97,520.04,8.5121,23.2047,14,AST-TRAIN-019
145,642.79,1597.69,1421.19,551.96,48.08,519.46,8.4982,23.148,13,AST-TRAIN-019
146,643.03,1605.27,1424.03,552.16,48.18,519.52,8.521,23.0104,12,AST-TRAIN-019
147,643.48,1604.18,1420.42,551.83,48.24,519.85,8.501,23.1683,11,AST-TRAIN-019
148,643.01,1605.53,1425.86,551.93,48.05,520.43,8.519,23.0838,10,AST-TRAIN-019
149,643.57,1604.98,1421.34,551.76,48.0,519.3,8.5168,23.1173,9,AST-TRAIN-019
150,643.51,1604.42,1431.34,551.38,48.14,519.79,8.4934,23.1234,8,AST-TRAIN-019
151,643.94,1603.13,1431.72,551.4,48.09,519.82,8.494,23.0814,7,AST-TRAIN-019
152,643.66,1603.8,1431.3,552.2,48.16,519.79,8.4974,23.0703,6,AST-TRAIN-019
153,643.45,1596.48,1427.77,550.73,48.14,519.62,8.5113,23.1006,5,AST-TRAIN-019
154,643.99,1600.85,1426.73,551.33,48.14,519.8,8.5145,23.047,4,AST-TRAIN-019
155,642.92,1601.97,1433.78,551.24,48.15,519.45,8.5215,23.053,3,AST-TRAIN-019
156,643.44,1601.17,1430.45,550.9,48.14,519.67,8.538,23.0858,2,AST-TRAIN-019
157,643.43,1597.38,1426.98,551.22,48.01,519.5,8.5381,23.0758,1,AST-TRAIN-019
